"","months","neighbourhood_cleansed","price","number_of_reviews","review_count_change","city"
"246",2021-01-01,"Glenorchy",121.57,58.23,176,"Tasmania"
"247",2021-01-01,"Hobart",172.708520179372,78.5706278026906,1393,"Tasmania"
"248",2021-01-01,"Huon Valley",173.64,42.28,250,"Tasmania"
"249",2021-01-01,"Kentish",163.432835820896,59.7014925373134,234,"Tasmania"
"250",2021-01-01,"King Island",203.571428571429,19.7619047619048,8,"Tasmania"
"251",2021-01-01,"Kingborough",181.118466898955,60.3519163763066,529,"Tasmania"
"252",2021-01-01,"Latrobe",163.105263157895,28.5438596491228,53,"Tasmania"
"253",2021-01-01,"Launceston",152.432098765432,78.1604938271605,770,"Tasmania"
"254",2021-01-01,"Meander Valley",157.863157894737,46.3473684210526,229,"Tasmania"
"255",2021-01-01,"Northern Midlands",155.657894736842,49.6315789473684,144,"Tasmania"
"256",2021-01-01,"Sorell",160.924731182796,43.6021505376344,164,"Tasmania"
"257",2021-01-01,"Southern Midlands",143.1,52.8,25,"Tasmania"
"258",2021-01-01,"Tasman",176.832,82.648,351,"Tasmania"
"259",2021-01-01,"Waratah/Wynyard",159.505617977528,40.8202247191011,113,"Tasmania"
"260",2021-01-01,"West Coast",167.227272727273,62.3272727272727,272,"Tasmania"
"261",2021-01-01,"West Tamar",163.372262773723,52.6934306569343,226,"Tasmania"
"262",2021-02-01,"Break O'Day",198.296167247387,54.7317073170732,780,"Tasmania"
"263",2021-02-01,"Brighton",114.933333333333,53,9,"Tasmania"
"264",2021-02-01,"Burnie",121.492063492063,42.1111111111111,63,"Tasmania"
"265",2021-02-01,"Central Coast",145.5,50.3809523809524,250,"Tasmania"
"266",2021-02-01,"Central Highlands",175.918367346939,34.6938775510204,58,"Tasmania"
"267",2021-02-01,"Circular Head",183.401869158878,31.2336448598131,199,"Tasmania"
"268",2021-02-01,"Clarence",160.910714285714,59.6642857142857,493,"Tasmania"
"269",2021-02-01,"Derwent Valley",155.972222222222,40.3194444444444,144,"Tasmania"
"270",2021-02-01,"Devonport",148.8,66.8666666666667,252,"Tasmania"
"271",2021-02-01,"Dorset",182.429577464789,47.1267605633803,352,"Tasmania"
"272",2021-02-01,"Flinders",204.59375,14.6875,54,"Tasmania"
"273",2021-02-01,"George Town",180.5,31.3235294117647,66,"Tasmania"
"274",2021-02-01,"Glamorgan/Spring Bay",217.717451523546,75.0969529085873,1117,"Tasmania"
"275",2021-02-01,"Glenorchy",124.616822429907,54.4766355140187,181,"Tasmania"
"276",2021-02-01,"Hobart",167.664488017429,79.4204793028322,1978,"Tasmania"
"277",2021-02-01,"Huon Valley",173.817567567568,45.4324324324324,341,"Tasmania"
"278",2021-02-01,"Kentish",152.253731343284,60.2388059701493,295,"Tasmania"
"279",2021-02-01,"King Island",202.952380952381,20.7619047619048,21,"Tasmania"
"280",2021-02-01,"Kingborough",177.083044982699,62.9723183391003,704,"Tasmania"
"281",2021-02-01,"Latrobe",160.966101694915,28.7966101694915,69,"Tasmania"
"282",2021-02-01,"Launceston",148.484848484848,80.9646464646465,988,"Tasmania"
"283",2021-02-01,"Meander Valley",157.559139784946,48.752688172043,239,"Tasmania"
"284",2021-02-01,"Northern Midlands",156.675,47.3125,171,"Tasmania"
"285",2021-02-01,"Sorell",155.717171717172,43.6262626262626,168,"Tasmania"
"286",2021-02-01,"Southern Midlands",145.578947368421,56.5263157894737,45,"Tasmania"
"287",2021-02-01,"Tasman",171.859504132231,86.4793388429752,406,"Tasmania"
"288",2021-02-01,"Waratah/Wynyard",158.956989247312,39.1505376344086,128,"Tasmania"
"289",2021-02-01,"West Coast",164.099099099099,62.4324324324324,365,"Tasmania"
"290",2021-02-01,"West Tamar",157.492537313433,57.2238805970149,331,"Tasmania"
"291",2021-03-01,"Break O'Day",196.927586206897,55.7793103448276,546,"Tasmania"
"292",2021-03-01,"Brighton",115.133333333333,53.6666666666667,10,"Tasmania"
"293",2021-03-01,"Burnie",122.222222222222,48,54,"Tasmania"
"294",2021-03-01,"Central Coast",145.556451612903,47.5,151,"Tasmania"
"295",2021-03-01,"Central Highlands",182.4,34.94,47,"Tasmania"
"296",2021-03-01,"Circular Head",188.87619047619,32.7714285714286,136,"Tasmania"
"297",2021-03-01,"Clarence",160.32,60.7345454545455,327,"Tasmania"
"298",2021-03-01,"Derwent Valley",160.835616438356,41.1369863013699,100,"Tasmania"
"299",2021-03-01,"Devonport",147.652173913043,67.2934782608696,171,"Tasmania"
"300",2021-03-01,"Dorset",186.022058823529,48.8455882352941,218,"Tasmania"
"301",2021-03-01,"Flinders",208.46875,15.71875,34,"Tasmania"
"302",2021-03-01,"George Town",177.323529411765,31.8235294117647,43,"Tasmania"
"303",2021-03-01,"Glamorgan/Spring Bay",213.733870967742,76.3440860215054,758,"Tasmania"
"304",2021-03-01,"Glenorchy",120.05,58.01,125,"Tasmania"
"305",2021-03-01,"Hobart",169.718294051627,81.0572390572391,1447,"Tasmania"
"306",2021-03-01,"Huon Valley",171.945945945946,46.9256756756757,244,"Tasmania"
"307",2021-03-01,"Kentish",153.2,61.6592592592593,238,"Tasmania"
"308",2021-03-01,"King Island",203.285714285714,21.2857142857143,11,"Tasmania"
"309",2021-03-01,"Kingborough",180.69696969697,63.2727272727273,529,"Tasmania"
"310",2021-03-01,"Latrobe",155.220338983051,29.5762711864407,46,"Tasmania"
"311",2021-03-01,"Launceston",147.534351145038,81.0356234096692,717,"Tasmania"
"312",2021-03-01,"Meander Valley",157.010869565217,51.5652173913044,169,"Tasmania"
"313",2021-03-01,"Northern Midlands",159.35,49.175,110,"Tasmania"
"314",2021-03-01,"Sorell",155.326732673267,43.9405940594059,119,"Tasmania"
"315",2021-03-01,"Southern Midlands",147.05,55.1,28,"Tasmania"
"316",2021-03-01,"Tasman",170.669291338583,84.4645669291339,292,"Tasmania"
"317",2021-03-01,"Waratah/Wynyard",156.5,39.8829787234043,107,"Tasmania"
"318",2021-03-01,"West Coast",165.45045045045,64.3783783783784,216,"Tasmania"
"319",2021-03-01,"West Tamar",159.514925373134,57.7835820895522,200,"Tasmania"
"320",2021-04-01,"Break O'Day",197.621993127148,58.2199312714777,892,"Tasmania"
"321",2021-04-01,"Brighton",114.933333333333,56.2,38,"Tasmania"
"322",2021-04-01,"Burnie",120.017543859649,47.9122807017544,87,"Tasmania"
"323",2021-04-01,"Central Coast",148.634146341463,50.2357723577236,325,"Tasmania"
"324",2021-04-01,"Central Highlands",180.980392156863,38.4313725490196,137,"Tasmania"
"325",2021-04-01,"Circular Head",193.19801980198,35.3861386138614,260,"Tasmania"
"326",2021-04-01,"Clarence",163.368613138686,62.9416058394161,645,"Tasmania"
"327",2021-04-01,"Derwent Valley",157.342465753425,43.8356164383562,198,"Tasmania"
"328",2021-04-01,"Devonport",150.032608695652,71.0652173913043,347,"Tasmania"
"329",2021-04-01,"Dorset",189.739436619718,50.6901408450704,489,"Tasmania"
"330",2021-04-01,"Flinders",203.909090909091,16,49,"Tasmania"
"331",2021-04-01,"George Town",173.366666666667,33.2,74,"Tasmania"
"332",2021-04-01,"Glamorgan/Spring Bay",216.528301886792,79.4824797843666,1314,"Tasmania"
"333",2021-04-01,"Glenorchy",128.596153846154,56.8365384615385,214,"Tasmania"
"334",2021-04-01,"Hobart",173.998870056497,84.0271186440678,2372,"Tasmania"
