"","months","neighbourhood_cleansed","price","city","state"
"207",2020-12-01,"Central Coast",141.520325203252,"Tasmania","Tasmania"
"208",2020-12-01,"Central Highlands",185.636363636364,"Tasmania","Tasmania"
"209",2020-12-01,"Circular Head",175.883495145631,"Tasmania","Tasmania"
"210",2020-12-01,"Clarence",161.673992673993,"Tasmania","Tasmania"
"211",2020-12-01,"Derwent Valley",153.386666666667,"Tasmania","Tasmania"
"212",2020-12-01,"Devonport",148.101123595506,"Tasmania","Tasmania"
"213",2020-12-01,"Dorset",179.81679389313,"Tasmania","Tasmania"
"214",2020-12-01,"Flinders",206.15625,"Tasmania","Tasmania"
"215",2020-12-01,"George Town",164.59375,"Tasmania","Tasmania"
"216",2020-12-01,"Glamorgan/Spring Bay",214.401734104046,"Tasmania","Tasmania"
"217",2020-12-01,"Glenorchy",119.207920792079,"Tasmania","Tasmania"
"218",2020-12-01,"Hobart",167.616740088106,"Tasmania","Tasmania"
"219",2020-12-01,"Huon Valley",172.736111111111,"Tasmania","Tasmania"
"220",2020-12-01,"Kentish",147.57037037037,"Tasmania","Tasmania"
"221",2020-12-01,"King Island",201.714285714286,"Tasmania","Tasmania"
"222",2020-12-01,"Kingborough",177.743055555556,"Tasmania","Tasmania"
"223",2020-12-01,"Latrobe",159.732142857143,"Tasmania","Tasmania"
"224",2020-12-01,"Launceston",147.68578553616,"Tasmania","Tasmania"
"225",2020-12-01,"Meander Valley",152.48,"Tasmania","Tasmania"
"226",2020-12-01,"Northern Midlands",156.192307692308,"Tasmania","Tasmania"
"227",2020-12-01,"Sorell",155.766666666667,"Tasmania","Tasmania"
"228",2020-12-01,"Southern Midlands",142.95,"Tasmania","Tasmania"
"229",2020-12-01,"Tasman",170.235772357724,"Tasmania","Tasmania"
"230",2020-12-01,"Waratah/Wynyard",155.741573033708,"Tasmania","Tasmania"
"231",2020-12-01,"West Coast",162.229357798165,"Tasmania","Tasmania"
"232",2020-12-01,"West Tamar",157.768115942029,"Tasmania","Tasmania"
"233",2021-01-01,"Break O'Day",205.207612456747,"Tasmania","Tasmania"
"234",2021-01-01,"Brighton",120.066666666667,"Tasmania","Tasmania"
"235",2021-01-01,"Burnie",121.934426229508,"Tasmania","Tasmania"
"236",2021-01-01,"Central Coast",147.759689922481,"Tasmania","Tasmania"
